"experiment","scenario","replicate","method","true_year","n_sightings","last_sighting","final_probability","estimated_year","date_error","absolute_date_error","no_threshold_crossing"
"extinction","increasing observation effort",11,"Kodikara",2005,5,2003,0.0857238913960144,2009,4,4,FALSE
"extinction","increasing observation effort",11,"Effort_fixed_alpha",2005,5,2003,0.0882156524116602,2011,6,6,FALSE
"extinction","increasing observation effort",12,"Solow",2005,10,2004,0.0839324946710589,2011,6,6,FALSE
"extinction","increasing observation effort",12,"Kodikara",2005,10,2004,0.0651790175545583,2010,5,5,FALSE
"extinction","increasing observation effort",12,"Effort_fixed_alpha",2005,10,2004,0.00286976003348115,2009,4,4,FALSE
"extinction","increasing observation effort",13,"Solow",2005,7,2004,0.226984950579949,2014,9,9,FALSE
"extinction","increasing observation effort",13,"Kodikara",2005,7,2004,0.095053120286538,2011,6,6,FALSE
"extinction","increasing observation effort",13,"Effort_fixed_alpha",2005,7,2004,0.0301224729427311,2010,5,5,FALSE
"extinction","increasing observation effort",14,"Solow",2005,5,2001,0.247475141062342,2012,7,7,FALSE
"extinction","increasing observation effort",14,"Kodikara",2005,5,2001,0.198857373892442,2010,5,5,FALSE
"extinction","increasing observation effort",14,"Effort_fixed_alpha",2005,5,2001,0.0443776618129503,2008,3,3,FALSE
"extinction","increasing observation effort",15,"Solow",2005,8,2004,0.167775378739336,2013,8,8,FALSE
"extinction","increasing observation effort",15,"Kodikara",2005,8,2004,0.0892870216296483,2011,6,6,FALSE
"extinction","increasing observation effort",15,"Effort_fixed_alpha",2005,8,2004,0.0140810617040632,2010,5,5,FALSE
"extinction","increasing observation effort",16,"Solow",2005,12,2004,0.0385105256249653,2011,6,6,FALSE
"extinction","increasing observation effort",16,"Kodikara",2005,12,2004,0.0266846368490306,2009,4,4,FALSE
"extinction","increasing observation effort",16,"Effort_fixed_alpha",2005,12,2004,0.000554056398950379,2008,3,3,FALSE
"extinction","increasing observation effort",17,"Solow",2005,6,2004,0.296558457404214,2015,10,10,FALSE
"extinction","increasing observation effort",17,"Kodikara",2005,6,2004,0.0701886846781804,2010,5,5,FALSE
"extinction","increasing observation effort",17,"Effort_fixed_alpha",2005,6,2004,0.0619782760436871,2011,6,6,FALSE
"extinction","increasing observation effort",18,"Solow",2005,12,2004,0.0385105256249653,2011,6,6,FALSE
"extinction","increasing observation effort",18,"Kodikara",2005,12,2004,0.00343393331718384,2008,3,3,FALSE
"extinction","increasing observation effort",18,"Effort_fixed_alpha",2005,12,2004,0.000554056398950379,2008,3,3,FALSE
"extinction","increasing observation effort",19,"Solow",2005,6,2002,0.209472494106858,2012,7,7,FALSE
"extinction","increasing observation effort",19,"Kodikara",2005,6,2002,0.175959484967761,2010,5,5,FALSE
"extinction","increasing observation effort",19,"Effort_fixed_alpha",2005,6,2002,0.0272901108567525,2009,4,4,FALSE
"extinction","increasing observation effort",20,"Solow",2005,7,2003,0.183660541017797,2012,7,7,FALSE
"extinction","increasing observation effort",20,"Kodikara",2005,7,2003,0.153184905516315,2011,6,6,FALSE
"extinction","increasing observation effort",20,"Effort_fixed_alpha",2005,7,2003,0.0185851480422189,2009,4,4,FALSE
"extinction","increasing observation effort",21,"Solow",2005,10,2004,0.0839324946710589,2011,6,6,FALSE
"extinction","increasing observation effort",21,"Kodikara",2005,10,2004,0.0484203344427847,2010,5,5,FALSE
"extinction","increasing observation effort",21,"Effort_fixed_alpha",2005,10,2004,0.00286976003348115,2009,4,4,FALSE
"extinction","increasing observation effort",22,"Solow",2005,4,1996,0.170212766069625,2006,1,1,FALSE
"extinction","increasing observation effort",22,"Kodikara",2005,4,1996,0.0863390953244542,2002,-3,3,FALSE
"extinction","increasing observation effort",22,"Effort_fixed_alpha",2005,4,1996,0.0207744674546972,2002,-3,3,FALSE
"extinction","increasing observation effort",23,"Solow",2005,8,2002,0.0976504749695193,2010,5,5,FALSE
"extinction","increasing observation effort",23,"Kodikara",2005,8,2002,NA,NA,NA,NA,TRUE
"extinction","increasing observation effort",23,"Effort_fixed_alpha",2005,8,2002,NA,NA,NA,NA,TRUE
"extinction","increasing observation effort",24,"Solow",2005,8,2004,0.167775378739336,2013,8,8,FALSE
"extinction","increasing observation effort",24,"Kodikara",2005,8,2004,0.0929249194269301,2011,6,6,FALSE
"extinction","increasing observation effort",24,"Effort_fixed_alpha",2005,8,2004,0.0140810617040632,2010,5,5,FALSE
"extinction","increasing observation effort",25,"Solow",2005,11,2004,0.0573454613154728,2011,6,6,FALSE
"extinction","increasing observation effort",25,"Kodikara",2005,11,2004,0.0408520047609166,2010,5,5,FALSE
"extinction","increasing observation effort",25,"Effort_fixed_alpha",2005,11,2004,0.00126730146582542,2009,4,4,FALSE
"extinction","increasing observation effort",26,"Solow",2005,10,2004,0.0839324946710589,2011,6,6,FALSE
"extinction","increasing observation effort",26,"Kodikara",2005,10,2004,0.113937218681661,2011,6,6,FALSE
"extinction","increasing observation effort",26,"Effort_fixed_alpha",2005,10,2004,0.00286976003348115,2009,4,4,FALSE
"extinction","increasing observation effort",27,"Solow",2005,8,2004,0.167775378739336,2013,8,8,FALSE
"extinction","increasing observation effort",27,"Kodikara",2005,8,2004,0.0375441727759369,2009,4,4,FALSE
"extinction","increasing observation effort",27,"Effort_fixed_alpha",2005,8,2004,0.0140810617040632,2010,5,5,FALSE
"extinction","increasing observation effort",28,"Solow",2005,5,2004,0.373271889406011,2016,11,11,FALSE
"extinction","increasing observation effort",28,"Kodikara",2005,5,2004,0.255435374285776,2013,8,8,FALSE
"extinction","increasing observation effort",28,"Effort_fixed_alpha",2005,5,2004,0.120233099378768,2012,7,7,FALSE
"extinction","increasing observation effort",29,"Solow",2005,10,2002,0.0399754851479493,2009,4,4,FALSE
"extinction","increasing observation effort",29,"Kodikara",2005,10,2002,0.00225209083317589,2006,1,1,FALSE
"extinction","increasing observation effort",29,"Effort_fixed_alpha",2005,10,2002,0.000655159081505809,2007,2,2,FALSE
"extinction","increasing observation effort",30,"Solow",2005,10,2004,0.0839324946710589,2011,6,6,FALSE
"extinction","increasing observation effort",30,"Kodikara",2005,10,2004,0.00495838933750482,2008,3,3,FALSE
"extinction","increasing observation effort",30,"Effort_fixed_alpha",2005,10,2004,0.00286976003348115,2009,4,4,FALSE
"extinction","increasing observation effort",31,"Solow",2005,8,2003,0.129342343189064,2011,6,6,FALSE
"extinction","increasing observation effort",31,"Kodikara",2005,8,2003,0.0533881437234978,2009,4,4,FALSE
"extinction","increasing observation effort",31,"Effort_fixed_alpha",2005,8,2003,0.0080061622480817,2009,4,4,FALSE
"extinction","increasing observation effort",32,"Solow",2005,8,2003,0.129342343189064,2011,6,6,FALSE
"extinction","increasing observation effort",32,"Kodikara",2005,8,2003,0.0737727320654546,2009,4,4,FALSE
"extinction","increasing observation effort",32,"Effort_fixed_alpha",2005,8,2003,0.0080061622480817,2009,4,4,FALSE
"extinction","increasing observation effort",33,"Solow",2005,7,2003,0.183660541017797,2012,7,7,FALSE
"extinction","increasing observation effort",33,"Kodikara",2005,7,2003,0.0726326028292711,2009,4,4,FALSE
"extinction","increasing observation effort",33,"Effort_fixed_alpha",2005,7,2003,0.018585148042219,2009,4,4,FALSE
"extinction","increasing observation effort",34,"Solow",2005,8,2004,0.167775378739336,2013,8,8,FALSE
"extinction","increasing observation effort",34,"Kodikara",2005,8,2004,0.0158192687595886,2009,4,4,FALSE
"extinction","increasing observation effort",34,"Effort_fixed_alpha",2005,8,2004,0.0140810617040632,2010,5,5,FALSE
"extinction","increasing observation effort",35,"Solow",2005,9,2004,0.120233099376469,2012,7,7,FALSE
"extinction","increasing observation effort",35,"Kodikara",2005,9,2004,0.0637216735849856,2010,5,5,FALSE
"extinction","increasing observation effort",35,"Effort_fixed_alpha",2005,9,2004,0.00641405147511721,2009,4,4,FALSE
"extinction","increasing observation effort",36,"Solow",2005,10,2004,0.0839324946710589,2011,6,6,FALSE
"extinction","increasing observation effort",36,"Kodikara",2005,10,2004,0.0989263816287569,2011,6,6,FALSE
"extinction","increasing observation effort",36,"Effort_fixed_alpha",2005,10,2004,0.00286976003348115,2009,4,4,FALSE
"extinction","increasing observation effort",37,"Solow",2005,11,2003,0.0381508818502361,2010,5,5,FALSE
"extinction","increasing observation effort",37,"Kodikara",2005,11,2003,0.0128093221688949,2008,3,3,FALSE
"extinction","increasing observation effort",37,"Effort_fixed_alpha",2005,11,2003,0.000569742991399367,2007,2,2,FALSE
"extinction","increasing observation effort",38,"Solow",2005,9,2004,0.120233099376469,2012,7,7,FALSE
"extinction","increasing observation effort",38,"Kodikara",2005,9,2004,0.178060412319967,2012,7,7,FALSE
"extinction","increasing observation effort",38,"Effort_fixed_alpha",2005,9,2004,0.00641405147511721,2009,4,4,FALSE
"extinction","increasing observation effort",39,"Solow",2005,11,2004,0.0573454613154728,2011,6,6,FALSE
"extinction","increasing observation effort",39,"Kodikara",2005,11,2004,0.0111648927185021,2009,4,4,FALSE
"extinction","increasing observation effort",39,"Effort_fixed_alpha",2005,11,2004,0.00126730146582542,2009,4,4,FALSE
"extinction","increasing observation effort",40,"Solow",2005,8,2004,0.167775378739336,2013,8,8,FALSE
"extinction","increasing observation effort",40,"Kodikara",2005,8,2004,0.0164134689719609,2009,4,4,FALSE
"extinction","increasing observation effort",40,"Effort_fixed_alpha",2005,8,2004,0.0140810617040632,2010,5,5,FALSE
"extinction","increasing observation effort",41,"Solow",2005,10,2003,0.0586157480898583,2010,5,5,FALSE
"extinction","increasing observation effort",41,"Kodikara",2005,10,2003,0.00339707161986403,2007,2,2,FALSE
"extinction","increasing observation effort",41,"Effort_fixed_alpha",2005,10,2003,0.00139390171636796,2008,3,3,FALSE
"extinction","increasing observation effort",42,"Solow",2005,9,2003,0.0882156524090715,2011,6,6,FALSE
"extinction","increasing observation effort",42,"Kodikara",2005,9,2003,NA,NA,NA,NA,TRUE
"extinction","increasing observation effort",42,"Effort_fixed_alpha",2005,9,2003,NA,NA,NA,NA,TRUE
"extinction","increasing observation effort",43,"Solow",2005,9,2003,0.0882156524090715,2011,6,6,FALSE
"extinction","increasing observation effort",43,"Kodikara",2005,9,2003,0.0428114228271746,2009,4,4,FALSE
"extinction","increasing observation effort",43,"Effort_fixed_alpha",2005,9,2003,0.00336841838718026,2008,3,3,FALSE
"extinction","increasing observation effort",44,"Solow",2005,6,2002,0.209472494106858,2012,7,7,FALSE
"extinction","increasing observation effort",44,"Kodikara",2005,6,2002,0.0895521302893575,2009,4,4,FALSE
"extinction","increasing observation effort",44,"Effort_fixed_alpha",2005,6,2002,0.0272901108567525,2009,4,4,FALSE
"extinction","increasing observation effort",45,"Solow",2005,7,2004,0.226984950579949,2014,9,9,FALSE
"extinction","increasing observation effort",45,"Kodikara",2005,7,2004,NA,NA,NA,NA,TRUE
"extinction","increasing observation effort",45,"Effort_fixed_alpha",2005,7,2004,NA,NA,NA,NA,TRUE
"extinction","increasing observation effort",46,"Solow",2005,7,2003,0.183660541017797,2012,7,7,FALSE
"extinction","increasing observation effort",46,"Kodikara",2005,7,2003,0.136099013004076,2011,6,6,FALSE
"extinction","increasing observation effort",46,"Effort_fixed_alpha",2005,7,2003,0.0185851480422189,2009,4,4,FALSE
"extinction","increasing observation effort",47,"Solow",2005,9,2004,0.120233099376469,2012,7,7,FALSE
"extinction","increasing observation effort",47,"Kodikara",2005,9,2004,0.0670033682627286,2010,5,5,FALSE
"extinction","increasing observation effort",47,"Effort_fixed_alpha",2005,9,2004,0.00641405147511721,2009,4,4,FALSE
"extinction","increasing observation effort",48,"Solow",2005,6,2002,0.209472494106858,2012,7,7,FALSE
"extinction","increasing observation effort",48,"Kodikara",2005,6,2002,0.107935675067467,2009,4,4,FALSE
"extinction","increasing observation effort",48,"Effort_fixed_alpha",2005,6,2002,0.0272901108567525,2009,4,4,FALSE
"extinction","increasing observation effort",49,"Solow",2005,8,2003,0.129342343189064,2011,6,6,FALSE
"extinction","increasing observation effort",49,"Kodikara",2005,8,2003,0.0848780132150833,2010,5,5,FALSE
"extinction","increasing observation effort",49,"Effort_fixed_alpha",2005,8,2003,0.0080061622480817,2009,4,4,FALSE
"extinction","increasing observation effort",50,"Solow",2005,8,2004,0.167775378739336,2013,8,8,FALSE
"extinction","increasing observation effort",50,"Kodikara",2005,8,2004,0.125588010077507,2011,6,6,FALSE
"extinction","increasing observation effort",50,"Effort_fixed_alpha",2005,8,2004,0.0140810617040632,2010,5,5,FALSE
"extinction","increasing observation effort",51,"Solow",2005,12,2004,0.0385105256249653,2011,6,6,FALSE
"extinction","increasing observation effort",51,"Kodikara",2005,12,2004,0.0232222190189049,2009,4,4,FALSE
"extinction","increasing observation effort",51,"Effort_fixed_alpha",2005,12,2004,0.000554056398950379,2008,3,3,FALSE
"extinction","increasing observation effort",52,"Solow",2005,9,2004,0.120233099376469,2012,7,7,FALSE
"extinction","increasing observation effort",52,"Kodikara",2005,9,2004,0.0598302935591568,2010,5,5,FALSE
"extinction","increasing observation effort",52,"Effort_fixed_alpha",2005,9,2004,0.00641405147511721,2009,4,4,FALSE
"extinction","increasing observation effort",53,"Solow",2005,11,2004,0.0573454613154728,2011,6,6,FALSE
"extinction","increasing observation effort",53,"Kodikara",2005,11,2004,0.010821090547529,2009,4,4,FALSE
"extinction","increasing observation effort",53,"Effort_fixed_alpha",2005,11,2004,0.00126730146582542,2009,4,4,FALSE
"extinction","increasing observation effort",54,"Solow",2005,9,2002,0.0632781785593346,2009,4,4,FALSE
"extinction","increasing observation effort",54,"Kodikara",2005,9,2002,0.112028653902679,2010,5,5,FALSE
"extinction","increasing observation effort",54,"Effort_fixed_alpha",2005,9,2002,0.00171656187076706,2007,2,2,FALSE
"extinction","increasing observation effort",55,"Solow",2005,6,2004,0.296558457404214,2015,10,10,FALSE
"extinction","increasing observation effort",55,"Kodikara",2005,6,2004,0.0416881776665341,2009,4,4,FALSE
"extinction","increasing observation effort",55,"Effort_fixed_alpha",2005,6,2004,0.0619782760436871,2011,6,6,FALSE
"extinction","increasing observation effort",56,"Solow",2005,4,2004,0.452513966691796,2019,14,14,FALSE
"extinction","increasing observation effort",56,"Kodikara",2005,4,2004,0.352314408782804,2015,10,10,FALSE
"extinction","increasing observation effort",56,"Effort_fixed_alpha",2005,4,2004,0.214243824041151,2013,8,8,FALSE
"extinction","increasing observation effort",57,"Solow",2005,7,2004,0.226984950579949,2014,9,9,FALSE
"extinction","increasing observation effort",57,"Kodikara",2005,7,2004,0.180645672742417,2012,7,7,FALSE
"extinction","increasing observation effort",57,"Effort_fixed_alpha",2005,7,2004,0.0301224729427311,2010,5,5,FALSE
"extinction","increasing observation effort",58,"Solow",2005,13,2004,0.0255105480169948,2010,5,5,FALSE
"extinction","increasing observation effort",58,"Kodikara",2005,13,2004,0.0446853934504152,2010,5,5,FALSE
"extinction","increasing observation effort",58,"Effort_fixed_alpha",2005,13,2004,0.000240290343083822,2008,3,3,FALSE
"extinction","increasing observation effort",59,"Solow",2005,9,2004,0.120233099376469,2012,7,7,FALSE
"extinction","increasing observation effort",59,"Kodikara",2005,9,2004,0.0520459159185353,2010,5,5,FALSE
"extinction","increasing observation effort",59,"Effort_fixed_alpha",2005,9,2004,0.00641405147511721,2009,4,4,FALSE
"extinction","increasing observation effort",60,"Solow",2005,8,2002,0.0976504749695193,2010,5,5,FALSE
"extinction","increasing observation effort",60,"Kodikara",2005,8,2002,0.0216489371696494,2007,2,2,FALSE
"extinction","increasing observation effort",60,"Effort_fixed_alpha",2005,8,2002,0.00442773625767585,2007,2,2,FALSE
"extinction","increasing observation effort",61,"Solow",2005,5,2003,0.329270900440851,2015,10,10,FALSE
"extinction","increasing observation effort",61,"Kodikara",2005,5,2003,0.218866551713955,2012,7,7,FALSE
"extinction","increasing observation effort",61,"Effort_fixed_alpha",2005,5,2003,0.0882156524116602,2011,6,6,FALSE
"extinction","increasing observation effort",62,"Solow",2005,14,2004,0.0167169010246679,2010,5,5,FALSE
"extinction","increasing observation effort",62,"Kodikara",2005,14,2004,0.0090423036156689,2009,4,4,FALSE
"extinction","increasing observation effort",62,"Effort_fixed_alpha",2005,14,2004,0.000103521968566533,2008,3,3,FALSE
"extinction","increasing observation effort",63,"Solow",2005,5,2002,0.287186830322261,2013,8,8,FALSE
"extinction","increasing observation effort",63,"Kodikara",2005,5,2002,0.22507098514759,2011,6,6,FALSE
"extinction","increasing observation effort",63,"Effort_fixed_alpha",2005,5,2002,0.0632781785610746,2009,4,4,FALSE
"extinction","increasing observation effort",64,"Solow",2005,12,2004,0.0385105256249653,2011,6,6,FALSE
"extinction","increasing observation effort",64,"Kodikara",2005,12,2004,0.040942186118163,2010,5,5,FALSE
"extinction","increasing observation effort",64,"Effort_fixed_alpha",2005,12,2004,0.000554056398950379,2008,3,3,FALSE
"extinction","increasing observation effort",65,"Solow",2005,11,2004,0.0573454613154728,2011,6,6,FALSE
"extinction","increasing observation effort",65,"Kodikara",2005,11,2004,0.0177884462769378,2009,4,4,FALSE
"extinction","increasing observation effort",65,"Effort_fixed_alpha",2005,11,2004,0.00126730146582542,2009,4,4,FALSE
"extinction","increasing observation effort",66,"Solow",2005,9,2001,0.0443776618132952,2008,3,3,FALSE
"extinction","increasing observation effort",66,"Kodikara",2005,9,2001,0.0415419079176536,2007,2,2,FALSE
"extinction","increasing observation effort",66,"Effort_fixed_alpha",2005,9,2001,0.00084707367831605,2006,1,1,FALSE
"extinction","increasing observation effort",67,"Solow",2005,12,2004,0.0385105256249653,2011,6,6,FALSE
"extinction","increasing observation effort",67,"Kodikara",2005,12,2004,0.0490716875003262,2010,5,5,FALSE
"extinction","increasing observation effort",67,"Effort_fixed_alpha",2005,12,2004,0.000554056398950379,2008,3,3,FALSE
"extinction","increasing observation effort",68,"Solow",2005,3,1984,0.0198019801700216,1987,-18,18,FALSE
"extinction","increasing observation effort",68,"Kodikara",2005,3,1984,NA,NA,NA,NA,TRUE
"extinction","increasing observation effort",68,"Effort_fixed_alpha",2005,3,1984,NA,NA,NA,NA,TRUE
"extinction","increasing observation effort",69,"Solow",2005,10,2004,0.0839324946710589,2011,6,6,FALSE
"extinction","increasing observation effort",69,"Kodikara",2005,10,2004,0.0255500406096979,2009,4,4,FALSE
"extinction","increasing observation effort",69,"Effort_fixed_alpha",2005,10,2004,0.00286976003348115,2009,4,4,FALSE
"extinction","increasing observation effort",70,"Solow",2005,9,2004,0.120233099376469,2012,7,7,FALSE
"extinction","increasing observation effort",70,"Kodikara",2005,9,2004,0.0475731254821284,2010,5,5,FALSE
"extinction","increasing observation effort",70,"Effort_fixed_alpha",2005,9,2004,0.00641405147511721,2009,4,4,FALSE
"extinction","increasing observation effort",71,"Solow",2005,12,2004,0.0385105256249653,2011,6,6,FALSE
"extinction","increasing observation effort",71,"Kodikara",2005,12,2004,0.028721073785781,2010,5,5,FALSE
"extinction","increasing observation effort",71,"Effort_fixed_alpha",2005,12,2004,0.000554056398950379,2008,3,3,FALSE
"extinction","increasing observation effort",72,"Solow",2005,7,2004,0.226984950579949,2014,9,9,FALSE
"extinction","increasing observation effort",72,"Kodikara",2005,7,2004,0.111598603052142,2011,6,6,FALSE
"extinction","increasing observation effort",72,"Effort_fixed_alpha",2005,7,2004,0.0301224729427311,2010,5,5,FALSE
"extinction","increasing observation effort",73,"Solow",2005,9,2004,0.120233099376469,2012,7,7,FALSE
"extinction","increasing observation effort",73,"Kodikara",2005,9,2004,0.0261628327590407,2009,4,4,FALSE
"extinction","increasing observation effort",73,"Effort_fixed_alpha",2005,9,2004,0.00641405147511721,2009,4,4,FALSE
"extinction","increasing observation effort",74,"Solow",2005,8,2004,0.167775378739336,2013,8,8,FALSE
"extinction","increasing observation effort",74,"Kodikara",2005,8,2004,0.0441715507574166,2010,5,5,FALSE
"extinction","increasing observation effort",74,"Effort_fixed_alpha",2005,8,2004,0.0140810617040632,2010,5,5,FALSE
"extinction","increasing observation effort",75,"Solow",2005,11,2003,0.0381508818502361,2010,5,5,FALSE
"extinction","increasing observation effort",75,"Kodikara",2005,11,2003,0.0264324328102378,2009,4,4,FALSE
"extinction","increasing observation effort",75,"Effort_fixed_alpha",2005,11,2003,0.000569742991399367,2007,2,2,FALSE
"extinction","increasing observation effort",76,"Solow",2005,6,2000,0.138888888888197,2009,4,4,FALSE
"extinction","increasing observation effort",76,"Kodikara",2005,6,2000,0.146711371409263,2008,3,3,FALSE
"extinction","increasing observation effort",76,"Effort_fixed_alpha",2005,6,2000,0.0108859402890506,2006,1,1,FALSE
"extinction","increasing observation effort",77,"Solow",2005,8,2004,0.167775378739336,2013,8,8,FALSE
"extinction","increasing observation effort",77,"Kodikara",2005,8,2004,0.0466613792755357,2010,5,5,FALSE
"extinction","increasing observation effort",77,"Effort_fixed_alpha",2005,8,2004,0.0140810617040632,2010,5,5,FALSE
"extinction","increasing observation effort",78,"Solow",2005,7,2002,0.14589193291822,2011,6,6,FALSE
"extinction","increasing observation effort",78,"Kodikara",2005,7,2002,0.0278173057395397,2007,2,2,FALSE
"extinction","increasing observation effort",78,"Effort_fixed_alpha",2005,7,2002,0.0111739812658396,2008,3,3,FALSE
"extinction","increasing observation effort",79,"Solow",2005,7,2004,0.226984950579949,2014,9,9,FALSE
"extinction","increasing observation effort",79,"Kodikara",2005,7,2004,0.138156159622576,2011,6,6,FALSE
"extinction","increasing observation effort",79,"Effort_fixed_alpha",2005,7,2004,0.0301224729427311,2010,5,5,FALSE
"extinction","increasing observation effort",80,"Solow",2005,9,2004,0.120233099376469,2012,7,7,FALSE
"extinction","increasing observation effort",80,"Kodikara",2005,9,2004,0.168545233600615,2012,7,7,FALSE
"extinction","increasing observation effort",80,"Effort_fixed_alpha",2005,9,2004,0.00641405147511721,2009,4,4,FALSE
