"scenario","replicate","n_sightings","last_sighting","method","prior","alpha","threshold","estimated_year","date_error","absolute_date_error","no_threshold_crossing","final_probability"
"constant observation effort",1,4,1994,"Solow","uniform",1,0.3,2009,4,4,FALSE,0.118466497738601
"constant observation effort",1,4,1994,"Solow","earlier_beta_1_2",1,0.3,2011,6,6,FALSE,0.114690147042993
"constant observation effort",1,4,1994,"Solow","later_beta_2_1",1,0.3,2006,1,1,FALSE,0.122499999934668
"constant observation effort",1,4,1994,"Solow","uniform",1,0.4,2005,0,0,FALSE,0.118466497738601
"constant observation effort",1,4,1994,"Solow","earlier_beta_1_2",1,0.4,2008,3,3,FALSE,0.114690147042993
"constant observation effort",1,4,1994,"Solow","later_beta_2_1",1,0.4,2003,-2,2,FALSE,0.122499999934668
"constant observation effort",1,4,1994,"Solow","uniform",1,0.5,2003,-2,2,FALSE,0.118466497738601
"constant observation effort",1,4,1994,"Solow","earlier_beta_1_2",1,0.5,2006,1,1,FALSE,0.114690147042993
"constant observation effort",1,4,1994,"Solow","later_beta_2_1",1,0.5,2000,-5,5,FALSE,0.122499999934668
"constant observation effort",1,4,1994,"Solow","uniform",1,0.6,2001,-4,4,FALSE,0.118466497738601
"constant observation effort",1,4,1994,"Solow","earlier_beta_1_2",1,0.6,2004,-1,1,FALSE,0.114690147042993
"constant observation effort",1,4,1994,"Solow","later_beta_2_1",1,0.6,1999,-6,6,FALSE,0.122499999934668
"constant observation effort",1,4,1994,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,NA
"constant observation effort",1,4,1994,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,NA
"constant observation effort",1,4,1994,"Effort_fixed_alpha","uniform",1,0.5,NA,NA,NA,TRUE,NA
"constant observation effort",1,4,1994,"Effort_fixed_alpha","uniform",1.2,0.5,NA,NA,NA,TRUE,NA
"constant observation effort",1,4,1994,"Effort_fixed_alpha","uniform",1.5,0.5,NA,NA,NA,TRUE,NA
"constant observation effort",1,4,1994,"Effort_fixed_alpha","uniform",1.8,0.5,NA,NA,NA,TRUE,NA
"constant observation effort",1,4,1994,"Solow_te_median","uniform",1,-1,1997,-8,8,FALSE,-1
"constant observation effort",1,4,1994,"Solow_te_median","earlier_beta_1_2",1,-1,1997,-8,8,FALSE,-1
"constant observation effort",1,4,1994,"Solow_te_median","later_beta_2_1",1,-1,1999,-6,6,FALSE,-1
"constant observation effort",1,4,1994,"Effort_te_median","uniform",0.6,-1,NA,NA,NA,TRUE,-1
"constant observation effort",1,4,1994,"Effort_te_median","uniform",1,-1,NA,NA,NA,TRUE,-1
"constant observation effort",1,4,1994,"Effort_te_median","uniform",1.5,-1,NA,NA,NA,TRUE,-1
"constant observation effort",1,4,1994,"Effort_te_median","uniform",1.8,-1,NA,NA,NA,TRUE,-1
"constant observation effort",2,2,1990,"Solow","uniform",1,0.3,2014,9,9,FALSE,0.249999999591077
"constant observation effort",2,2,1990,"Solow","earlier_beta_1_2",1,0.3,2014,9,9,FALSE,0.236551386290895
"constant observation effort",2,2,1990,"Solow","later_beta_2_1",1,0.3,2013,8,8,FALSE,0.26506997507581
"constant observation effort",2,2,1990,"Solow","uniform",1,0.4,2005,0,0,FALSE,0.249999999591077
"constant observation effort",2,2,1990,"Solow","earlier_beta_1_2",1,0.4,2008,3,3,FALSE,0.236551386290895
"constant observation effort",2,2,1990,"Solow","later_beta_2_1",1,0.4,2002,-3,3,FALSE,0.26506997507581
"constant observation effort",2,2,1990,"Solow","uniform",1,0.5,2001,-4,4,FALSE,0.249999999591077
"constant observation effort",2,2,1990,"Solow","earlier_beta_1_2",1,0.5,2004,-1,1,FALSE,0.236551386290895
"constant observation effort",2,2,1990,"Solow","later_beta_2_1",1,0.5,1997,-8,8,FALSE,0.26506997507581
"constant observation effort",2,2,1990,"Solow","uniform",1,0.6,1997,-8,8,FALSE,0.249999999591077
"constant observation effort",2,2,1990,"Solow","earlier_beta_1_2",1,0.6,2001,-4,4,FALSE,0.236551386290895
"constant observation effort",2,2,1990,"Solow","later_beta_2_1",1,0.6,1994,-11,11,FALSE,0.26506997507581
"constant observation effort",2,2,1990,"Effort_fixed_alpha","uniform",0.6,0.5,2005,0,0,FALSE,0.384979700698785
"constant observation effort",2,2,1990,"Effort_fixed_alpha","uniform",0.8,0.5,2002,-3,3,FALSE,0.316222747114321
"constant observation effort",2,2,1990,"Effort_fixed_alpha","uniform",1,0.5,2000,-5,5,FALSE,0.25
"constant observation effort",2,2,1990,"Effort_fixed_alpha","uniform",1.2,0.5,1999,-6,6,FALSE,0.190103626001156
"constant observation effort",2,2,1990,"Effort_fixed_alpha","uniform",1.5,0.5,1998,-7,7,FALSE,0.117647058823529
"constant observation effort",2,2,1990,"Effort_fixed_alpha","uniform",1.8,0.5,1997,-8,8,FALSE,0.0677818565957738
"constant observation effort",2,2,1990,"Solow_te_median","uniform",1,-1,1996,-9,9,FALSE,-1
"constant observation effort",2,2,1990,"Solow_te_median","earlier_beta_1_2",1,-1,1994,-11,11,FALSE,-1
"constant observation effort",2,2,1990,"Solow_te_median","later_beta_2_1",1,-1,2000,-5,5,FALSE,-1
"constant observation effort",2,2,1990,"Effort_te_median","uniform",0.6,-1,1999,-6,6,FALSE,-1
"constant observation effort",2,2,1990,"Effort_te_median","uniform",1,-1,1996,-9,9,FALSE,-1
"constant observation effort",2,2,1990,"Effort_te_median","uniform",1.5,-1,1994,-11,11,FALSE,-1
"constant observation effort",2,2,1990,"Effort_te_median","uniform",1.8,-1,1993,-12,12,FALSE,-1
"constant observation effort",3,2,1995,"Solow","uniform",1,0.3,NA,NA,NA,TRUE,0.374999999608289
"constant observation effort",3,2,1995,"Solow","earlier_beta_1_2",1,0.3,NA,NA,NA,TRUE,0.421642962187201
"constant observation effort",3,2,1995,"Solow","later_beta_2_1",1,0.3,NA,NA,NA,TRUE,0.337648650734079
"constant observation effort",3,2,1995,"Solow","uniform",1,0.4,2018,13,13,FALSE,0.374999999608289
"constant observation effort",3,2,1995,"Solow","earlier_beta_1_2",1,0.4,NA,NA,NA,TRUE,0.421642962187201
"constant observation effort",3,2,1995,"Solow","later_beta_2_1",1,0.4,2012,7,7,FALSE,0.337648650734079
"constant observation effort",3,2,1995,"Solow","uniform",1,0.5,2011,6,6,FALSE,0.374999999608289
"constant observation effort",3,2,1995,"Solow","earlier_beta_1_2",1,0.5,2016,11,11,FALSE,0.421642962187201
"constant observation effort",3,2,1995,"Solow","later_beta_2_1",1,0.5,2005,0,0,FALSE,0.337648650734079
"constant observation effort",3,2,1995,"Solow","uniform",1,0.6,2005,0,0,FALSE,0.374999999608289
"constant observation effort",3,2,1995,"Solow","earlier_beta_1_2",1,0.6,2011,6,6,FALSE,0.421642962187201
"constant observation effort",3,2,1995,"Solow","later_beta_2_1",1,0.6,2001,-4,4,FALSE,0.337648650734079
"constant observation effort",3,2,1995,"Effort_fixed_alpha","uniform",0.6,0.5,2018,13,13,FALSE,0.479928566910233
"constant observation effort",3,2,1995,"Effort_fixed_alpha","uniform",0.8,0.5,2013,8,8,FALSE,0.428179934066231
"constant observation effort",3,2,1995,"Effort_fixed_alpha","uniform",1,0.5,2010,5,5,FALSE,0.375
"constant observation effort",3,2,1995,"Effort_fixed_alpha","uniform",1.2,0.5,2009,4,4,FALSE,0.322001203264245
"constant observation effort",3,2,1995,"Effort_fixed_alpha","uniform",1.5,0.5,2006,1,1,FALSE,0.246575342465753
"constant observation effort",3,2,1995,"Effort_fixed_alpha","uniform",1.8,0.5,2005,0,0,FALSE,0.180441494133277
"constant observation effort",3,2,1995,"Solow_te_median","uniform",1,-1,2002,-3,3,FALSE,-1
"constant observation effort",3,2,1995,"Solow_te_median","earlier_beta_1_2",1,-1,1999,-6,6,FALSE,-1
"constant observation effort",3,2,1995,"Solow_te_median","later_beta_2_1",1,-1,2004,-1,1,FALSE,-1
"constant observation effort",3,2,1995,"Effort_te_median","uniform",0.6,-1,2004,-1,1,FALSE,-1
"constant observation effort",3,2,1995,"Effort_te_median","uniform",1,-1,2002,-3,3,FALSE,-1
"constant observation effort",3,2,1995,"Effort_te_median","uniform",1.5,-1,2000,-5,5,FALSE,-1
"constant observation effort",3,2,1995,"Effort_te_median","uniform",1.8,-1,1999,-6,6,FALSE,-1
"constant observation effort",4,4,1995,"Solow","uniform",1,0.3,2011,6,6,FALSE,0.143109540731694
"constant observation effort",4,4,1995,"Solow","earlier_beta_1_2",1,0.3,2013,8,8,FALSE,0.145683453334525
"constant observation effort",4,4,1995,"Solow","later_beta_2_1",1,0.3,2008,3,3,FALSE,0.140625000094231
"constant observation effort",4,4,1995,"Solow","uniform",1,0.4,2007,2,2,FALSE,0.143109540731694
"constant observation effort",4,4,1995,"Solow","earlier_beta_1_2",1,0.4,2010,5,5,FALSE,0.145683453334525
"constant observation effort",4,4,1995,"Solow","later_beta_2_1",1,0.4,2004,-1,1,FALSE,0.140625000094231
"constant observation effort",4,4,1995,"Solow","uniform",1,0.5,2004,-1,1,FALSE,0.143109540731694
"constant observation effort",4,4,1995,"Solow","earlier_beta_1_2",1,0.5,2008,3,3,FALSE,0.145683453334525
"constant observation effort",4,4,1995,"Solow","later_beta_2_1",1,0.5,2002,-3,3,FALSE,0.140625000094231
"constant observation effort",4,4,1995,"Solow","uniform",1,0.6,2002,-3,3,FALSE,0.143109540731694
"constant observation effort",4,4,1995,"Solow","earlier_beta_1_2",1,0.6,2006,1,1,FALSE,0.145683453334525
"constant observation effort",4,4,1995,"Solow","later_beta_2_1",1,0.6,2000,-5,5,FALSE,0.140625000094231
"constant observation effort",4,4,1995,"Effort_fixed_alpha","uniform",0.6,0.5,2009,4,4,FALSE,0.322001203264245
"constant observation effort",4,4,1995,"Effort_fixed_alpha","uniform",0.8,0.5,2006,1,1,FALSE,0.223298274899835
"constant observation effort",4,4,1995,"Effort_fixed_alpha","uniform",1,0.5,2004,-1,1,FALSE,0.143109540636042
"constant observation effort",4,4,1995,"Effort_fixed_alpha","uniform",1.2,0.5,2003,-2,2,FALSE,0.0856617163081067
"constant observation effort",4,4,1995,"Effort_fixed_alpha","uniform",1.5,0.5,2002,-3,3,FALSE,0.0360106698280972
"constant observation effort",4,4,1995,"Effort_fixed_alpha","uniform",1.8,0.5,2001,-4,4,FALSE,0.0140040745692605
"constant observation effort",4,4,1995,"Solow_te_median","uniform",1,-1,1999,-6,6,FALSE,-1
"constant observation effort",4,4,1995,"Solow_te_median","earlier_beta_1_2",1,-1,1998,-7,7,FALSE,-1
"constant observation effort",4,4,1995,"Solow_te_median","later_beta_2_1",1,-1,2000,-5,5,FALSE,-1
"constant observation effort",4,4,1995,"Effort_te_median","uniform",0.6,-1,2001,-4,4,FALSE,-1
"constant observation effort",4,4,1995,"Effort_te_median","uniform",1,-1,1999,-6,6,FALSE,-1
"constant observation effort",4,4,1995,"Effort_te_median","uniform",1.5,-1,1997,-8,8,FALSE,-1
"constant observation effort",4,4,1995,"Effort_te_median","uniform",1.8,-1,1997,-8,8,FALSE,-1
"constant observation effort",5,5,2003,"Solow","uniform",1,0.3,NA,NA,NA,TRUE,0.329270900440851
"constant observation effort",5,5,2003,"Solow","earlier_beta_1_2",1,0.3,NA,NA,NA,TRUE,0.447639718121708
"constant observation effort",5,5,2003,"Solow","later_beta_2_1",1,0.3,2018,13,13,FALSE,0.260410795483901
"constant observation effort",5,5,2003,"Solow","uniform",1,0.4,2018,13,13,FALSE,0.329270900440851
"constant observation effort",5,5,2003,"Solow","earlier_beta_1_2",1,0.4,NA,NA,NA,TRUE,0.447639718121708
"constant observation effort",5,5,2003,"Solow","later_beta_2_1",1,0.4,2015,10,10,FALSE,0.260410795483901
"constant observation effort",5,5,2003,"Solow","uniform",1,0.5,2015,10,10,FALSE,0.329270900440851
"constant observation effort",5,5,2003,"Solow","earlier_beta_1_2",1,0.5,2019,14,14,FALSE,0.447639718121708
"constant observation effort",5,5,2003,"Solow","later_beta_2_1",1,0.5,2012,7,7,FALSE,0.260410795483901
"constant observation effort",5,5,2003,"Solow","uniform",1,0.6,2012,7,7,FALSE,0.329270900440851
"constant observation effort",5,5,2003,"Solow","earlier_beta_1_2",1,0.6,2017,12,12,FALSE,0.447639718121708
"constant observation effort",5,5,2003,"Solow","later_beta_2_1",1,0.6,2009,4,4,FALSE,0.260410795483901
"constant observation effort",5,5,2003,"Effort_fixed_alpha","uniform",0.6,0.5,2020,15,15,FALSE,0.496946923438234
"constant observation effort",5,5,2003,"Effort_fixed_alpha","uniform",0.8,0.5,2017,12,12,FALSE,0.413215749315099
"constant observation effort",5,5,2003,"Effort_fixed_alpha","uniform",1,0.5,2015,10,10,FALSE,0.329270900652827
"constant observation effort",5,5,2003,"Effort_fixed_alpha","uniform",1.2,0.5,2013,8,8,FALSE,0.251134430356174
"constant observation effort",5,5,2003,"Effort_fixed_alpha","uniform",1.5,0.5,2012,7,7,FALSE,0.154803362645513
"constant observation effort",5,5,2003,"Effort_fixed_alpha","uniform",1.8,0.5,2011,6,6,FALSE,0.0882156524116602
"constant observation effort",5,5,2003,"Solow_te_median","uniform",1,-1,2007,2,2,FALSE,-1
"constant observation effort",5,5,2003,"Solow_te_median","earlier_beta_1_2",1,-1,2006,1,1,FALSE,-1
"constant observation effort",5,5,2003,"Solow_te_median","later_beta_2_1",1,-1,2007,2,2,FALSE,-1
"constant observation effort",5,5,2003,"Effort_te_median","uniform",0.6,-1,2008,3,3,FALSE,-1
"constant observation effort",5,5,2003,"Effort_te_median","uniform",1,-1,2007,2,2,FALSE,-1
"constant observation effort",5,5,2003,"Effort_te_median","uniform",1.5,-1,2005,0,0,FALSE,-1
"constant observation effort",5,5,2003,"Effort_te_median","uniform",1.8,-1,2005,0,0,FALSE,-1
"constant observation effort",6,2,2003,"Solow","uniform",1,0.3,NA,NA,NA,TRUE,0.574999999209213
"constant observation effort",6,2,2003,"Solow","earlier_beta_1_2",1,0.3,NA,NA,NA,TRUE,0.729133797974736
"constant observation effort",6,2,2003,"Solow","later_beta_2_1",1,0.3,NA,NA,NA,TRUE,0.474660153736142
"constant observation effort",6,2,2003,"Solow","uniform",1,0.4,NA,NA,NA,TRUE,0.574999999209213
"constant observation effort",6,2,2003,"Solow","earlier_beta_1_2",1,0.4,NA,NA,NA,TRUE,0.729133797974736
"constant observation effort",6,2,2003,"Solow","later_beta_2_1",1,0.4,NA,NA,NA,TRUE,0.474660153736142
"constant observation effort",6,2,2003,"Solow","uniform",1,0.5,NA,NA,NA,TRUE,0.574999999209213
"constant observation effort",6,2,2003,"Solow","earlier_beta_1_2",1,0.5,NA,NA,NA,TRUE,0.729133797974736
"constant observation effort",6,2,2003,"Solow","later_beta_2_1",1,0.5,2018,13,13,FALSE,0.474660153736142
"constant observation effort",6,2,2003,"Solow","uniform",1,0.6,2019,14,14,FALSE,0.574999999209213
"constant observation effort",6,2,2003,"Solow","earlier_beta_1_2",1,0.6,NA,NA,NA,TRUE,0.729133797974736
"constant observation effort",6,2,2003,"Solow","later_beta_2_1",1,0.6,2013,8,8,FALSE,0.474660153736142
"constant observation effort",6,2,2003,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,0.630846966083872
"constant observation effort",6,2,2003,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,0.603745483198263
"constant observation effort",6,2,2003,"Effort_fixed_alpha","uniform",1,0.5,NA,NA,NA,TRUE,0.575
"constant observation effort",6,2,2003,"Effort_fixed_alpha","uniform",1.2,0.5,NA,NA,NA,TRUE,0.544741485886448
"constant observation effort",6,2,2003,"Effort_fixed_alpha","uniform",1.5,0.5,2020,15,15,FALSE,0.496946923438234
"constant observation effort",6,2,2003,"Effort_fixed_alpha","uniform",1.8,0.5,2018,13,13,FALSE,0.447070248808047
"constant observation effort",6,2,2003,"Solow_te_median","uniform",1,-1,2009,4,4,FALSE,-1
"constant observation effort",6,2,2003,"Solow_te_median","earlier_beta_1_2",1,-1,2007,2,2,FALSE,-1
"constant observation effort",6,2,2003,"Solow_te_median","later_beta_2_1",1,-1,2010,5,5,FALSE,-1
"constant observation effort",6,2,2003,"Effort_te_median","uniform",0.6,-1,2010,5,5,FALSE,-1
"constant observation effort",6,2,2003,"Effort_te_median","uniform",1,-1,2009,4,4,FALSE,-1
"constant observation effort",6,2,2003,"Effort_te_median","uniform",1.5,-1,2008,3,3,FALSE,-1
"constant observation effort",6,2,2003,"Effort_te_median","uniform",1.8,-1,2008,3,3,FALSE,-1
"constant observation effort",7,3,2003,"Solow","uniform",1,0.3,NA,NA,NA,TRUE,0.496946923322228
"constant observation effort",7,3,2003,"Solow","earlier_beta_1_2",1,0.3,NA,NA,NA,TRUE,0.646699266373735
"constant observation effort",7,3,2003,"Solow","later_beta_2_1",1,0.3,NA,NA,NA,TRUE,0.403508771827442
"constant observation effort",7,3,2003,"Solow","uniform",1,0.4,NA,NA,NA,TRUE,0.496946923322228
"constant observation effort",7,3,2003,"Solow","earlier_beta_1_2",1,0.4,NA,NA,NA,TRUE,0.646699266373735
"constant observation effort",7,3,2003,"Solow","later_beta_2_1",1,0.4,NA,NA,NA,TRUE,0.403508771827442
"constant observation effort",7,3,2003,"Solow","uniform",1,0.5,2020,15,15,FALSE,0.496946923322228
"constant observation effort",7,3,2003,"Solow","earlier_beta_1_2",1,0.5,NA,NA,NA,TRUE,0.646699266373735
"constant observation effort",7,3,2003,"Solow","later_beta_2_1",1,0.5,2015,10,10,FALSE,0.403508771827442
"constant observation effort",7,3,2003,"Solow","uniform",1,0.6,2016,11,11,FALSE,0.496946923322228
"constant observation effort",7,3,2003,"Solow","earlier_beta_1_2",1,0.6,NA,NA,NA,TRUE,0.646699266373735
"constant observation effort",7,3,2003,"Solow","later_beta_2_1",1,0.6,2011,6,6,FALSE,0.403508771827442
"constant observation effort",7,3,2003,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,0.589571390915368
"constant observation effort",7,3,2003,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,0.544741485886448
"constant observation effort",7,3,2003,"Effort_fixed_alpha","uniform",1,0.5,2020,15,15,FALSE,0.496946923438234
"constant observation effort",7,3,2003,"Effort_fixed_alpha","uniform",1.2,0.5,2018,13,13,FALSE,0.447070248808047
"constant observation effort",7,3,2003,"Effort_fixed_alpha","uniform",1.5,0.5,2016,11,11,FALSE,0.370886320979152
"constant observation effort",7,3,2003,"Effort_fixed_alpha","uniform",1.8,0.5,2014,9,9,FALSE,0.297003892301891
"constant observation effort",7,3,2003,"Solow_te_median","uniform",1,-1,2008,3,3,FALSE,-1
"constant observation effort",7,3,2003,"Solow_te_median","earlier_beta_1_2",1,-1,2006,1,1,FALSE,-1
"constant observation effort",7,3,2003,"Solow_te_median","later_beta_2_1",1,-1,2009,4,4,FALSE,-1
"constant observation effort",7,3,2003,"Effort_te_median","uniform",0.6,-1,2009,4,4,FALSE,-1
"constant observation effort",7,3,2003,"Effort_te_median","uniform",1,-1,2008,3,3,FALSE,-1
"constant observation effort",7,3,2003,"Effort_te_median","uniform",1.5,-1,2007,2,2,FALSE,-1
"constant observation effort",7,3,2003,"Effort_te_median","uniform",1.8,-1,2006,1,1,FALSE,-1
"constant observation effort",8,5,1998,"Solow","uniform",1,0.3,2013,8,8,FALSE,0.146057222978954
"constant observation effort",8,5,1998,"Solow","earlier_beta_1_2",1,0.3,2015,10,10,FALSE,0.165454109850831
"constant observation effort",8,5,1998,"Solow","later_beta_2_1",1,0.3,2010,5,5,FALSE,0.130731065797377
"constant observation effort",8,5,1998,"Solow","uniform",1,0.4,2010,5,5,FALSE,0.146057222978954
"constant observation effort",8,5,1998,"Solow","earlier_beta_1_2",1,0.4,2013,8,8,FALSE,0.165454109850831
"constant observation effort",8,5,1998,"Solow","later_beta_2_1",1,0.4,2007,2,2,FALSE,0.130731065797377
"constant observation effort",8,5,1998,"Solow","uniform",1,0.5,2007,2,2,FALSE,0.146057222978954
"constant observation effort",8,5,1998,"Solow","earlier_beta_1_2",1,0.5,2011,6,6,FALSE,0.165454109850831
"constant observation effort",8,5,1998,"Solow","later_beta_2_1",1,0.5,2005,0,0,FALSE,0.130731065797377
"constant observation effort",8,5,1998,"Solow","uniform",1,0.6,2005,0,0,FALSE,0.146057222978954
"constant observation effort",8,5,1998,"Solow","earlier_beta_1_2",1,0.6,2009,4,4,FALSE,0.165454109850831
"constant observation effort",8,5,1998,"Solow","later_beta_2_1",1,0.6,2003,-2,2,FALSE,0.130731065797377
"constant observation effort",8,5,1998,"Effort_fixed_alpha","uniform",0.6,0.5,2012,7,7,FALSE,0.336798336798337
"constant observation effort",8,5,1998,"Effort_fixed_alpha","uniform",0.8,0.5,2009,4,4,FALSE,0.231232818777754
"constant observation effort",8,5,1998,"Effort_fixed_alpha","uniform",1,0.5,2007,2,2,FALSE,0.14605722299828
"constant observation effort",8,5,1998,"Effort_fixed_alpha","uniform",1.2,0.5,2006,1,1,FALSE,0.085922048684068
"constant observation effort",8,5,1998,"Effort_fixed_alpha","uniform",1.5,0.5,2005,0,0,FALSE,0.035130880284726
"constant observation effort",8,5,1998,"Effort_fixed_alpha","uniform",1.8,0.5,2004,-1,1,FALSE,0.0132956032474748
"constant observation effort",8,5,1998,"Solow_te_median","uniform",1,-1,2001,-4,4,FALSE,-1
"constant observation effort",8,5,1998,"Solow_te_median","earlier_beta_1_2",1,-1,2000,-5,5,FALSE,-1
"constant observation effort",8,5,1998,"Solow_te_median","later_beta_2_1",1,-1,2002,-3,3,FALSE,-1
"constant observation effort",8,5,1998,"Effort_te_median","uniform",0.6,-1,2003,-2,2,FALSE,-1
"constant observation effort",8,5,1998,"Effort_te_median","uniform",1,-1,2001,-4,4,FALSE,-1
"constant observation effort",8,5,1998,"Effort_te_median","uniform",1.5,-1,2000,-5,5,FALSE,-1
"constant observation effort",8,5,1998,"Effort_te_median","uniform",1.8,-1,2000,-5,5,FALSE,-1
"constant observation effort",9,6,2000,"Solow","uniform",1,0.3,2014,9,9,FALSE,0.138888888888197
"constant observation effort",9,6,2000,"Solow","earlier_beta_1_2",1,0.3,2016,11,11,FALSE,0.169491525423253
"constant observation effort",9,6,2000,"Solow","later_beta_2_1",1,0.3,2011,6,6,FALSE,0.117647058822766
"constant observation effort",9,6,2000,"Solow","uniform",1,0.4,2011,6,6,FALSE,0.138888888888197
"constant observation effort",9,6,2000,"Solow","earlier_beta_1_2",1,0.4,2014,9,9,FALSE,0.169491525423253
"constant observation effort",9,6,2000,"Solow","later_beta_2_1",1,0.4,2009,4,4,FALSE,0.117647058822766
"constant observation effort",9,6,2000,"Solow","uniform",1,0.5,2009,4,4,FALSE,0.138888888888197
"constant observation effort",9,6,2000,"Solow","earlier_beta_1_2",1,0.5,2012,7,7,FALSE,0.169491525423253
"constant observation effort",9,6,2000,"Solow","later_beta_2_1",1,0.5,2007,2,2,FALSE,0.117647058822766
"constant observation effort",9,6,2000,"Solow","uniform",1,0.6,2007,2,2,FALSE,0.138888888888197
"constant observation effort",9,6,2000,"Solow","earlier_beta_1_2",1,0.6,2011,6,6,FALSE,0.169491525423253
"constant observation effort",9,6,2000,"Solow","later_beta_2_1",1,0.6,2005,0,0,FALSE,0.117647058822766
"constant observation effort",9,6,2000,"Effort_fixed_alpha","uniform",0.6,0.5,2013,8,8,FALSE,0.339298626614697
"constant observation effort",9,6,2000,"Effort_fixed_alpha","uniform",0.8,0.5,2011,6,6,FALSE,0.227153050591141
"constant observation effort",9,6,2000,"Effort_fixed_alpha","uniform",1,0.5,2009,4,4,FALSE,0.138888888888889
"constant observation effort",9,6,2000,"Effort_fixed_alpha","uniform",1.2,0.5,2008,3,3,FALSE,0.0787634697070135
"constant observation effort",9,6,2000,"Effort_fixed_alpha","uniform",1.5,0.5,2007,2,2,FALSE,0.0304182509505703
"constant observation effort",9,6,2000,"Effort_fixed_alpha","uniform",1.8,0.5,2006,1,1,FALSE,0.0108859402890506
"constant observation effort",9,6,2000,"Solow_te_median","uniform",1,-1,2003,-2,2,FALSE,-1
"constant observation effort",9,6,2000,"Solow_te_median","earlier_beta_1_2",1,-1,2002,-3,3,FALSE,-1
"constant observation effort",9,6,2000,"Solow_te_median","later_beta_2_1",1,-1,2003,-2,2,FALSE,-1
"constant observation effort",9,6,2000,"Effort_te_median","uniform",0.6,-1,2005,0,0,FALSE,-1
"constant observation effort",9,6,2000,"Effort_te_median","uniform",1,-1,2003,-2,2,FALSE,-1
"constant observation effort",9,6,2000,"Effort_te_median","uniform",1.5,-1,2002,-3,3,FALSE,-1
"constant observation effort",9,6,2000,"Effort_te_median","uniform",1.8,-1,2001,-4,4,FALSE,-1
"constant observation effort",10,2,1997,"Solow","uniform",1,0.3,NA,NA,NA,TRUE,0.424999999941026
"constant observation effort",10,2,1997,"Solow","earlier_beta_1_2",1,0.3,NA,NA,NA,TRUE,0.501366189502271
"constant observation effort",10,2,1997,"Solow","later_beta_2_1",1,0.3,NA,NA,NA,TRUE,0.36882237906467
"constant observation effort",10,2,1997,"Solow","uniform",1,0.4,NA,NA,NA,TRUE,0.424999999941026
"constant observation effort",10,2,1997,"Solow","earlier_beta_1_2",1,0.4,NA,NA,NA,TRUE,0.501366189502271
"constant observation effort",10,2,1997,"Solow","later_beta_2_1",1,0.4,2016,11,11,FALSE,0.36882237906467
"constant observation effort",10,2,1997,"Solow","uniform",1,0.5,2015,10,10,FALSE,0.424999999941026
"constant observation effort",10,2,1997,"Solow","earlier_beta_1_2",1,0.5,NA,NA,NA,TRUE,0.501366189502271
"constant observation effort",10,2,1997,"Solow","later_beta_2_1",1,0.5,2009,4,4,FALSE,0.36882237906467
"constant observation effort",10,2,1997,"Solow","uniform",1,0.6,2009,4,4,FALSE,0.424999999941026
"constant observation effort",10,2,1997,"Solow","earlier_beta_1_2",1,0.6,2015,10,10,FALSE,0.501366189502271
"constant observation effort",10,2,1997,"Solow","later_beta_2_1",1,0.6,2004,-1,1,FALSE,0.36882237906467
"constant observation effort",10,2,1997,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,0.517265245435463
"constant observation effort",10,2,1997,"Effort_fixed_alpha","uniform",0.8,0.5,2018,13,13,FALSE,0.472083253249444
"constant observation effort",10,2,1997,"Effort_fixed_alpha","uniform",1,0.5,2014,9,9,FALSE,0.425
"constant observation effort",10,2,1997,"Effort_fixed_alpha","uniform",1.2,0.5,2012,7,7,FALSE,0.377027209530419
"constant observation effort",10,2,1997,"Effort_fixed_alpha","uniform",1.5,0.5,2010,5,5,FALSE,0.305982001058761
"constant observation effort",10,2,1997,"Effort_fixed_alpha","uniform",1.8,0.5,2008,3,3,FALSE,0.239609205137134
"constant observation effort",10,2,1997,"Solow_te_median","uniform",1,-1,2004,-1,1,FALSE,-1
"constant observation effort",10,2,1997,"Solow_te_median","earlier_beta_1_2",1,-1,2001,-4,4,FALSE,-1
"constant observation effort",10,2,1997,"Solow_te_median","later_beta_2_1",1,-1,2006,1,1,FALSE,-1
"constant observation effort",10,2,1997,"Effort_te_median","uniform",0.6,-1,2006,1,1,FALSE,-1
"constant observation effort",10,2,1997,"Effort_te_median","uniform",1,-1,2004,-1,1,FALSE,-1
"constant observation effort",10,2,1997,"Effort_te_median","uniform",1.5,-1,2002,-3,3,FALSE,-1
"constant observation effort",10,2,1997,"Effort_te_median","uniform",1.8,-1,2001,-4,4,FALSE,-1
"constant observation effort",11,2,1999,"Solow","uniform",1,0.3,NA,NA,NA,TRUE,0.474999999934083
"constant observation effort",11,2,1999,"Solow","earlier_beta_1_2",1,0.3,NA,NA,NA,TRUE,0.580839712795921
"constant observation effort",11,2,1999,"Solow","later_beta_2_1",1,0.3,NA,NA,NA,TRUE,0.401786995839429
