"scenario","replicate","n_sightings","last_sighting","method","prior","alpha","threshold","estimated_year","date_error","absolute_date_error","no_threshold_crossing","final_probability"
"constant observation effort, matched expected sightings",16,6,2003,"Solow","later_beta_2_1",1,0.5,2011,6,6,FALSE,0.197082160573849
"constant observation effort, matched expected sightings",16,6,2003,"Solow","uniform",1,0.6,2011,6,6,FALSE,0.25113443034043
"constant observation effort, matched expected sightings",16,6,2003,"Solow","earlier_beta_1_2",1,0.6,2015,10,10,FALSE,0.346040368531553
"constant observation effort, matched expected sightings",16,6,2003,"Solow","later_beta_2_1",1,0.6,2009,4,4,FALSE,0.197082160573849
"constant observation effort, matched expected sightings",16,6,2003,"Effort_fixed_alpha","uniform",0.6,0.5,2018,13,13,FALSE,0.447070248808047
"constant observation effort, matched expected sightings",16,6,2003,"Effort_fixed_alpha","uniform",0.8,0.5,2015,10,10,FALSE,0.345781762838725
"constant observation effort, matched expected sightings",16,6,2003,"Effort_fixed_alpha","uniform",1,0.5,2013,8,8,FALSE,0.251134430356174
"constant observation effort, matched expected sightings",16,6,2003,"Effort_fixed_alpha","uniform",1.2,0.5,2012,7,7,FALSE,0.171711006681176
"constant observation effort, matched expected sightings",16,6,2003,"Effort_fixed_alpha","uniform",1.5,0.5,2011,6,6,FALSE,0.0882156524116602
"constant observation effort, matched expected sightings",16,6,2003,"Effort_fixed_alpha","uniform",1.8,0.5,2010,5,5,FALSE,0.0416317073335046
"constant observation effort, matched expected sightings",16,6,2003,"Solow_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",16,6,2003,"Solow_te_median","earlier_beta_1_2",1,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",16,6,2003,"Solow_te_median","later_beta_2_1",1,-1,2007,2,2,FALSE,-1
"constant observation effort, matched expected sightings",16,6,2003,"Effort_te_median","uniform",0.6,-1,2008,3,3,FALSE,-1
"constant observation effort, matched expected sightings",16,6,2003,"Effort_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",16,6,2003,"Effort_te_median","uniform",1.5,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",16,6,2003,"Effort_te_median","uniform",1.8,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",17,8,2003,"Solow","uniform",1,0.3,2015,10,10,FALSE,0.129342343189064
"constant observation effort, matched expected sightings",17,8,2003,"Solow","earlier_beta_1_2",1,0.3,2018,13,13,FALSE,0.179430614662802
"constant observation effort, matched expected sightings",17,8,2003,"Solow","later_beta_2_1",1,0.3,2013,8,8,FALSE,0.101115757970935
"constant observation effort, matched expected sightings",17,8,2003,"Solow","uniform",1,0.4,2013,8,8,FALSE,0.129342343189064
"constant observation effort, matched expected sightings",17,8,2003,"Solow","earlier_beta_1_2",1,0.4,2016,11,11,FALSE,0.179430614662802
"constant observation effort, matched expected sightings",17,8,2003,"Solow","later_beta_2_1",1,0.4,2011,6,6,FALSE,0.101115757970935
"constant observation effort, matched expected sightings",17,8,2003,"Solow","uniform",1,0.5,2011,6,6,FALSE,0.129342343189064
"constant observation effort, matched expected sightings",17,8,2003,"Solow","earlier_beta_1_2",1,0.5,2015,10,10,FALSE,0.179430614662802
"constant observation effort, matched expected sightings",17,8,2003,"Solow","later_beta_2_1",1,0.5,2009,4,4,FALSE,0.101115757970935
"constant observation effort, matched expected sightings",17,8,2003,"Solow","uniform",1,0.6,2010,5,5,FALSE,0.129342343189064
"constant observation effort, matched expected sightings",17,8,2003,"Solow","earlier_beta_1_2",1,0.6,2013,8,8,FALSE,0.179430614662802
"constant observation effort, matched expected sightings",17,8,2003,"Solow","later_beta_2_1",1,0.6,2008,3,3,FALSE,0.101115757970935
"constant observation effort, matched expected sightings",17,8,2003,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",17,8,2003,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",17,8,2003,"Effort_fixed_alpha","uniform",1,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",17,8,2003,"Effort_fixed_alpha","uniform",1.2,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",17,8,2003,"Effort_fixed_alpha","uniform",1.5,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",17,8,2003,"Effort_fixed_alpha","uniform",1.8,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",17,8,2003,"Solow_te_median","uniform",1,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",17,8,2003,"Solow_te_median","earlier_beta_1_2",1,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",17,8,2003,"Solow_te_median","later_beta_2_1",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",17,8,2003,"Effort_te_median","uniform",0.6,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",17,8,2003,"Effort_te_median","uniform",1,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",17,8,2003,"Effort_te_median","uniform",1.5,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",17,8,2003,"Effort_te_median","uniform",1.8,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",18,8,2004,"Solow","uniform",1,0.3,2017,12,12,FALSE,0.167775378739336
"constant observation effort, matched expected sightings",18,8,2004,"Solow","earlier_beta_1_2",1,0.3,2019,14,14,FALSE,0.243336035218825
"constant observation effort, matched expected sightings",18,8,2004,"Solow","later_beta_2_1",1,0.3,2014,9,9,FALSE,0.128022010050794
"constant observation effort, matched expected sightings",18,8,2004,"Solow","uniform",1,0.4,2015,10,10,FALSE,0.167775378739336
"constant observation effort, matched expected sightings",18,8,2004,"Solow","earlier_beta_1_2",1,0.4,2018,13,13,FALSE,0.243336035218825
"constant observation effort, matched expected sightings",18,8,2004,"Solow","later_beta_2_1",1,0.4,2012,7,7,FALSE,0.128022010050794
"constant observation effort, matched expected sightings",18,8,2004,"Solow","uniform",1,0.5,2013,8,8,FALSE,0.167775378739336
"constant observation effort, matched expected sightings",18,8,2004,"Solow","earlier_beta_1_2",1,0.5,2016,11,11,FALSE,0.243336035218825
"constant observation effort, matched expected sightings",18,8,2004,"Solow","later_beta_2_1",1,0.5,2011,6,6,FALSE,0.128022010050794
"constant observation effort, matched expected sightings",18,8,2004,"Solow","uniform",1,0.6,2011,6,6,FALSE,0.167775378739336
"constant observation effort, matched expected sightings",18,8,2004,"Solow","earlier_beta_1_2",1,0.6,2015,10,10,FALSE,0.243336035218825
"constant observation effort, matched expected sightings",18,8,2004,"Solow","later_beta_2_1",1,0.6,2009,4,4,FALSE,0.128022010050794
"constant observation effort, matched expected sightings",18,8,2004,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",18,8,2004,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",18,8,2004,"Effort_fixed_alpha","uniform",1,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",18,8,2004,"Effort_fixed_alpha","uniform",1.2,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",18,8,2004,"Effort_fixed_alpha","uniform",1.5,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",18,8,2004,"Effort_fixed_alpha","uniform",1.8,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",18,8,2004,"Solow_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",18,8,2004,"Solow_te_median","earlier_beta_1_2",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",18,8,2004,"Solow_te_median","later_beta_2_1",1,-1,2007,2,2,FALSE,-1
"constant observation effort, matched expected sightings",18,8,2004,"Effort_te_median","uniform",0.6,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",18,8,2004,"Effort_te_median","uniform",1,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",18,8,2004,"Effort_te_median","uniform",1.5,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",18,8,2004,"Effort_te_median","uniform",1.8,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",19,10,2002,"Solow","uniform",1,0.3,2012,7,7,FALSE,0.0399754851479493
"constant observation effort, matched expected sightings",19,10,2002,"Solow","earlier_beta_1_2",1,0.3,2014,9,9,FALSE,0.0514821981657603
"constant observation effort, matched expected sightings",19,10,2002,"Solow","later_beta_2_1",1,0.3,2010,5,5,FALSE,0.0326728277960123
"constant observation effort, matched expected sightings",19,10,2002,"Solow","uniform",1,0.4,2010,5,5,FALSE,0.0399754851479493
"constant observation effort, matched expected sightings",19,10,2002,"Solow","earlier_beta_1_2",1,0.4,2013,8,8,FALSE,0.0514821981657603
"constant observation effort, matched expected sightings",19,10,2002,"Solow","later_beta_2_1",1,0.4,2009,4,4,FALSE,0.0326728277960123
"constant observation effort, matched expected sightings",19,10,2002,"Solow","uniform",1,0.5,2009,4,4,FALSE,0.0399754851479493
"constant observation effort, matched expected sightings",19,10,2002,"Solow","earlier_beta_1_2",1,0.5,2011,6,6,FALSE,0.0514821981657603
"constant observation effort, matched expected sightings",19,10,2002,"Solow","later_beta_2_1",1,0.5,2007,2,2,FALSE,0.0326728277960123
"constant observation effort, matched expected sightings",19,10,2002,"Solow","uniform",1,0.6,2008,3,3,FALSE,0.0399754851479493
"constant observation effort, matched expected sightings",19,10,2002,"Solow","earlier_beta_1_2",1,0.6,2011,6,6,FALSE,0.0514821981657603
"constant observation effort, matched expected sightings",19,10,2002,"Solow","later_beta_2_1",1,0.6,2006,1,1,FALSE,0.0326728277960123
"constant observation effort, matched expected sightings",19,10,2002,"Effort_fixed_alpha","uniform",0.6,0.5,2012,7,7,FALSE,0.209472494175647
"constant observation effort, matched expected sightings",19,10,2002,"Effort_fixed_alpha","uniform",0.8,0.5,2010,5,5,FALSE,0.0976504749804304
"constant observation effort, matched expected sightings",19,10,2002,"Effort_fixed_alpha","uniform",1,0.5,2009,4,4,FALSE,0.0399754851480252
"constant observation effort, matched expected sightings",19,10,2002,"Effort_fixed_alpha","uniform",1.2,0.5,2008,3,3,FALSE,0.0151138033779806
"constant observation effort, matched expected sightings",19,10,2002,"Effort_fixed_alpha","uniform",1.5,0.5,2007,2,2,FALSE,0.00323518455798207
"constant observation effort, matched expected sightings",19,10,2002,"Effort_fixed_alpha","uniform",1.8,0.5,2007,2,2,FALSE,0.000655159081505809
"constant observation effort, matched expected sightings",19,10,2002,"Solow_te_median","uniform",1,-1,2004,-1,1,FALSE,-1
"constant observation effort, matched expected sightings",19,10,2002,"Solow_te_median","earlier_beta_1_2",1,-1,2003,-2,2,FALSE,-1
"constant observation effort, matched expected sightings",19,10,2002,"Solow_te_median","later_beta_2_1",1,-1,2004,-1,1,FALSE,-1
"constant observation effort, matched expected sightings",19,10,2002,"Effort_te_median","uniform",0.6,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",19,10,2002,"Effort_te_median","uniform",1,-1,2004,-1,1,FALSE,-1
"constant observation effort, matched expected sightings",19,10,2002,"Effort_te_median","uniform",1.5,-1,2003,-2,2,FALSE,-1
"constant observation effort, matched expected sightings",19,10,2002,"Effort_te_median","uniform",1.8,-1,2003,-2,2,FALSE,-1
"constant observation effort, matched expected sightings",20,7,2003,"Solow","uniform",1,0.3,2017,12,12,FALSE,0.183660541017797
"constant observation effort, matched expected sightings",20,7,2003,"Solow","earlier_beta_1_2",1,0.3,2019,14,14,FALSE,0.254725594671588
"constant observation effort, matched expected sightings",20,7,2003,"Solow","later_beta_2_1",1,0.3,2014,9,9,FALSE,0.143598475797071
"constant observation effort, matched expected sightings",20,7,2003,"Solow","uniform",1,0.4,2014,9,9,FALSE,0.183660541017797
"constant observation effort, matched expected sightings",20,7,2003,"Solow","earlier_beta_1_2",1,0.4,2017,12,12,FALSE,0.254725594671588
"constant observation effort, matched expected sightings",20,7,2003,"Solow","later_beta_2_1",1,0.4,2012,7,7,FALSE,0.143598475797071
"constant observation effort, matched expected sightings",20,7,2003,"Solow","uniform",1,0.5,2012,7,7,FALSE,0.183660541017797
"constant observation effort, matched expected sightings",20,7,2003,"Solow","earlier_beta_1_2",1,0.5,2016,11,11,FALSE,0.254725594671588
"constant observation effort, matched expected sightings",20,7,2003,"Solow","later_beta_2_1",1,0.5,2010,5,5,FALSE,0.143598475797071
"constant observation effort, matched expected sightings",20,7,2003,"Solow","uniform",1,0.6,2011,6,6,FALSE,0.183660541017797
"constant observation effort, matched expected sightings",20,7,2003,"Solow","earlier_beta_1_2",1,0.6,2014,9,9,FALSE,0.254725594671588
"constant observation effort, matched expected sightings",20,7,2003,"Solow","later_beta_2_1",1,0.6,2008,3,3,FALSE,0.143598475797071
"constant observation effort, matched expected sightings",20,7,2003,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",20,7,2003,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",20,7,2003,"Effort_fixed_alpha","uniform",1,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",20,7,2003,"Effort_fixed_alpha","uniform",1.2,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",20,7,2003,"Effort_fixed_alpha","uniform",1.5,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",20,7,2003,"Effort_fixed_alpha","uniform",1.8,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",20,7,2003,"Solow_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",20,7,2003,"Solow_te_median","earlier_beta_1_2",1,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",20,7,2003,"Solow_te_median","later_beta_2_1",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",20,7,2003,"Effort_te_median","uniform",0.6,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",20,7,2003,"Effort_te_median","uniform",1,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",20,7,2003,"Effort_te_median","uniform",1.5,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",20,7,2003,"Effort_te_median","uniform",1.8,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",21,11,2004,"Solow","uniform",1,0.3,2014,9,9,FALSE,0.0573454613154728
"constant observation effort, matched expected sightings",21,11,2004,"Solow","earlier_beta_1_2",1,0.3,2016,11,11,FALSE,0.0830036014241022
"constant observation effort, matched expected sightings",21,11,2004,"Solow","later_beta_2_1",1,0.3,2012,7,7,FALSE,0.0438045603481975
"constant observation effort, matched expected sightings",21,11,2004,"Solow","uniform",1,0.4,2012,7,7,FALSE,0.0573454613154728
"constant observation effort, matched expected sightings",21,11,2004,"Solow","earlier_beta_1_2",1,0.4,2015,10,10,FALSE,0.0830036014241022
"constant observation effort, matched expected sightings",21,11,2004,"Solow","later_beta_2_1",1,0.4,2011,6,6,FALSE,0.0438045603481975
"constant observation effort, matched expected sightings",21,11,2004,"Solow","uniform",1,0.5,2011,6,6,FALSE,0.0573454613154728
"constant observation effort, matched expected sightings",21,11,2004,"Solow","earlier_beta_1_2",1,0.5,2014,9,9,FALSE,0.0830036014241022
"constant observation effort, matched expected sightings",21,11,2004,"Solow","later_beta_2_1",1,0.5,2010,5,5,FALSE,0.0438045603481975
"constant observation effort, matched expected sightings",21,11,2004,"Solow","uniform",1,0.6,2010,5,5,FALSE,0.0573454613154728
"constant observation effort, matched expected sightings",21,11,2004,"Solow","earlier_beta_1_2",1,0.6,2013,8,8,FALSE,0.0830036014241022
"constant observation effort, matched expected sightings",21,11,2004,"Solow","later_beta_2_1",1,0.6,2008,3,3,FALSE,0.0438045603481975
"constant observation effort, matched expected sightings",21,11,2004,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",21,11,2004,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",21,11,2004,"Effort_fixed_alpha","uniform",1,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",21,11,2004,"Effort_fixed_alpha","uniform",1.2,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",21,11,2004,"Effort_fixed_alpha","uniform",1.5,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",21,11,2004,"Effort_fixed_alpha","uniform",1.8,0.5,NA,NA,NA,TRUE,NA
"constant observation effort, matched expected sightings",21,11,2004,"Solow_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",21,11,2004,"Solow_te_median","earlier_beta_1_2",1,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",21,11,2004,"Solow_te_median","later_beta_2_1",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",21,11,2004,"Effort_te_median","uniform",0.6,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",21,11,2004,"Effort_te_median","uniform",1,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",21,11,2004,"Effort_te_median","uniform",1.5,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",21,11,2004,"Effort_te_median","uniform",1.8,-1,NA,NA,NA,TRUE,-1
"constant observation effort, matched expected sightings",22,5,2002,"Solow","uniform",1,0.3,2020,15,15,FALSE,0.287186830322261
"constant observation effort, matched expected sightings",22,5,2002,"Solow","earlier_beta_1_2",1,0.3,NA,NA,NA,TRUE,0.381132124586135
"constant observation effort, matched expected sightings",22,5,2002,"Solow","later_beta_2_1",1,0.3,2017,12,12,FALSE,0.230396399514915
"constant observation effort, matched expected sightings",22,5,2002,"Solow","uniform",1,0.4,2016,11,11,FALSE,0.287186830322261
"constant observation effort, matched expected sightings",22,5,2002,"Solow","earlier_beta_1_2",1,0.4,2020,15,15,FALSE,0.381132124586135
"constant observation effort, matched expected sightings",22,5,2002,"Solow","later_beta_2_1",1,0.4,2013,8,8,FALSE,0.230396399514915
"constant observation effort, matched expected sightings",22,5,2002,"Solow","uniform",1,0.5,2013,8,8,FALSE,0.287186830322261
"constant observation effort, matched expected sightings",22,5,2002,"Solow","earlier_beta_1_2",1,0.5,2018,13,13,FALSE,0.381132124586135
"constant observation effort, matched expected sightings",22,5,2002,"Solow","later_beta_2_1",1,0.5,2010,5,5,FALSE,0.230396399514915
"constant observation effort, matched expected sightings",22,5,2002,"Solow","uniform",1,0.6,2011,6,6,FALSE,0.287186830322261
"constant observation effort, matched expected sightings",22,5,2002,"Solow","earlier_beta_1_2",1,0.6,2015,10,10,FALSE,0.381132124586135
"constant observation effort, matched expected sightings",22,5,2002,"Solow","later_beta_2_1",1,0.6,2008,3,3,FALSE,0.230396399514915
"constant observation effort, matched expected sightings",22,5,2002,"Effort_fixed_alpha","uniform",0.6,0.5,2019,14,14,FALSE,0.464491362763916
"constant observation effort, matched expected sightings",22,5,2002,"Effort_fixed_alpha","uniform",0.8,0.5,2015,10,10,FALSE,0.37450759707372
"constant observation effort, matched expected sightings",22,5,2002,"Effort_fixed_alpha","uniform",1,0.5,2013,8,8,FALSE,0.28718683032321
"constant observation effort, matched expected sightings",22,5,2002,"Effort_fixed_alpha","uniform",1.2,0.5,2012,7,7,FALSE,0.209472494175647
"constant observation effort, matched expected sightings",22,5,2002,"Effort_fixed_alpha","uniform",1.5,0.5,2010,5,5,FALSE,0.11989802656871
"constant observation effort, matched expected sightings",22,5,2002,"Effort_fixed_alpha","uniform",1.8,0.5,2009,4,4,FALSE,0.0632781785610746
"constant observation effort, matched expected sightings",22,5,2002,"Solow_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",22,5,2002,"Solow_te_median","earlier_beta_1_2",1,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",22,5,2002,"Solow_te_median","later_beta_2_1",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",22,5,2002,"Effort_te_median","uniform",0.6,-1,2007,2,2,FALSE,-1
"constant observation effort, matched expected sightings",22,5,2002,"Effort_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",22,5,2002,"Effort_te_median","uniform",1.5,-1,2004,-1,1,FALSE,-1
"constant observation effort, matched expected sightings",22,5,2002,"Effort_te_median","uniform",1.8,-1,2004,-1,1,FALSE,-1
"constant observation effort, matched expected sightings",23,5,2003,"Solow","uniform",1,0.3,NA,NA,NA,TRUE,0.329270900440851
"constant observation effort, matched expected sightings",23,5,2003,"Solow","earlier_beta_1_2",1,0.3,NA,NA,NA,TRUE,0.447639718121708
"constant observation effort, matched expected sightings",23,5,2003,"Solow","later_beta_2_1",1,0.3,2018,13,13,FALSE,0.260410795483901
"constant observation effort, matched expected sightings",23,5,2003,"Solow","uniform",1,0.4,2018,13,13,FALSE,0.329270900440851
"constant observation effort, matched expected sightings",23,5,2003,"Solow","earlier_beta_1_2",1,0.4,NA,NA,NA,TRUE,0.447639718121708
"constant observation effort, matched expected sightings",23,5,2003,"Solow","later_beta_2_1",1,0.4,2015,10,10,FALSE,0.260410795483901
"constant observation effort, matched expected sightings",23,5,2003,"Solow","uniform",1,0.5,2015,10,10,FALSE,0.329270900440851
"constant observation effort, matched expected sightings",23,5,2003,"Solow","earlier_beta_1_2",1,0.5,2019,14,14,FALSE,0.447639718121708
"constant observation effort, matched expected sightings",23,5,2003,"Solow","later_beta_2_1",1,0.5,2012,7,7,FALSE,0.260410795483901
"constant observation effort, matched expected sightings",23,5,2003,"Solow","uniform",1,0.6,2012,7,7,FALSE,0.329270900440851
"constant observation effort, matched expected sightings",23,5,2003,"Solow","earlier_beta_1_2",1,0.6,2017,12,12,FALSE,0.447639718121708
"constant observation effort, matched expected sightings",23,5,2003,"Solow","later_beta_2_1",1,0.6,2009,4,4,FALSE,0.260410795483901
"constant observation effort, matched expected sightings",23,5,2003,"Effort_fixed_alpha","uniform",0.6,0.5,2020,15,15,FALSE,0.496946923438234
"constant observation effort, matched expected sightings",23,5,2003,"Effort_fixed_alpha","uniform",0.8,0.5,2017,12,12,FALSE,0.413215749315099
"constant observation effort, matched expected sightings",23,5,2003,"Effort_fixed_alpha","uniform",1,0.5,2015,10,10,FALSE,0.329270900652827
"constant observation effort, matched expected sightings",23,5,2003,"Effort_fixed_alpha","uniform",1.2,0.5,2013,8,8,FALSE,0.251134430356174
"constant observation effort, matched expected sightings",23,5,2003,"Effort_fixed_alpha","uniform",1.5,0.5,2012,7,7,FALSE,0.154803362645513
"constant observation effort, matched expected sightings",23,5,2003,"Effort_fixed_alpha","uniform",1.8,0.5,2011,6,6,FALSE,0.0882156524116602
"constant observation effort, matched expected sightings",23,5,2003,"Solow_te_median","uniform",1,-1,2007,2,2,FALSE,-1
"constant observation effort, matched expected sightings",23,5,2003,"Solow_te_median","earlier_beta_1_2",1,-1,2006,1,1,FALSE,-1
"constant observation effort, matched expected sightings",23,5,2003,"Solow_te_median","later_beta_2_1",1,-1,2007,2,2,FALSE,-1
"constant observation effort, matched expected sightings",23,5,2003,"Effort_te_median","uniform",0.6,-1,2008,3,3,FALSE,-1
"constant observation effort, matched expected sightings",23,5,2003,"Effort_te_median","uniform",1,-1,2007,2,2,FALSE,-1
"constant observation effort, matched expected sightings",23,5,2003,"Effort_te_median","uniform",1.5,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",23,5,2003,"Effort_te_median","uniform",1.8,-1,2005,0,0,FALSE,-1
"constant observation effort, matched expected sightings",24,8,1997,"Solow","uniform",1,0.3,2006,1,1,FALSE,0.0172720121476734
"constant observation effort, matched expected sightings",24,8,1997,"Solow","earlier_beta_1_2",1,0.3,2008,3,3,FALSE,0.017075644433346
"constant observation effort, matched expected sightings",24,8,1997,"Solow","later_beta_2_1",1,0.3,2005,0,0,FALSE,0.0174729488112363
"constant observation effort, matched expected sightings",24,8,1997,"Solow","uniform",1,0.4,2005,0,0,FALSE,0.0172720121476734
"constant observation effort, matched expected sightings",24,8,1997,"Solow","earlier_beta_1_2",1,0.4,2007,2,2,FALSE,0.017075644433346
"constant observation effort, matched expected sightings",24,8,1997,"Solow","later_beta_2_1",1,0.4,2003,-2,2,FALSE,0.0174729488112363
"constant observation effort, matched expected sightings",24,8,1997,"Solow","uniform",1,0.5,2003,-2,2,FALSE,0.0172720121476734
"constant observation effort, matched expected sightings",24,8,1997,"Solow","earlier_beta_1_2",1,0.5,2006,1,1,FALSE,0.017075644433346
"constant observation effort, matched expected sightings",24,8,1997,"Solow","later_beta_2_1",1,0.5,2002,-3,3,FALSE,0.0174729488112363
"constant observation effort, matched expected sightings",24,8,1997,"Solow","uniform",1,0.6,2002,-3,3,FALSE,0.0172720121476734
"constant observation effort, matched expected sightings",24,8,1997,"Solow","earlier_beta_1_2",1,0.6,2005,0,0,FALSE,0.017075644433346
"constant observation effort, matched expected sightings",24,8,1997,"Solow","later_beta_2_1",1,0.6,2001,-4,4,FALSE,0.0174729488112363
"constant observation effort, matched expected sightings",24,8,1997,"Effort_fixed_alpha","uniform",0.6,0.5,2006,1,1,FALSE,0.13272855309464
"constant observation effort, matched expected sightings",24,8,1997,"Effort_fixed_alpha","uniform",0.8,0.5,2004,-1,1,FALSE,0.0509652047282529
"constant observation effort, matched expected sightings",24,8,1997,"Effort_fixed_alpha","uniform",1,0.5,2003,-2,2,FALSE,0.0172720121083287
"constant observation effort, matched expected sightings",24,8,1997,"Effort_fixed_alpha","uniform",1.2,0.5,2003,-2,2,FALSE,0.00545187375116324
"constant observation effort, matched expected sightings",24,8,1997,"Effort_fixed_alpha","uniform",1.5,0.5,2002,-3,3,FALSE,0.000898082422035994
"constant observation effort, matched expected sightings",24,8,1997,"Effort_fixed_alpha","uniform",1.8,0.5,2001,-4,4,FALSE,0.000140430040378786
"constant observation effort, matched expected sightings",24,8,1997,"Solow_te_median","uniform",1,-1,1999,-6,6,FALSE,-1
"constant observation effort, matched expected sightings",24,8,1997,"Solow_te_median","earlier_beta_1_2",1,-1,1999,-6,6,FALSE,-1
"constant observation effort, matched expected sightings",24,8,1997,"Solow_te_median","later_beta_2_1",1,-1,1999,-6,6,FALSE,-1
"constant observation effort, matched expected sightings",24,8,1997,"Effort_te_median","uniform",0.6,-1,2000,-5,5,FALSE,-1
"constant observation effort, matched expected sightings",24,8,1997,"Effort_te_median","uniform",1,-1,1999,-6,6,FALSE,-1
"constant observation effort, matched expected sightings",24,8,1997,"Effort_te_median","uniform",1.5,-1,1998,-7,7,FALSE,-1
"constant observation effort, matched expected sightings",24,8,1997,"Effort_te_median","uniform",1.8,-1,1998,-7,7,FALSE,-1
"constant observation effort, matched expected sightings",25,9,2003,"Solow","uniform",1,0.3,2014,9,9,FALSE,0.0882156524090715
"constant observation effort, matched expected sightings",25,9,2003,"Solow","earlier_beta_1_2",1,0.3,2016,11,11,FALSE,0.121819398902587
"constant observation effort, matched expected sightings",25,9,2003,"Solow","later_beta_2_1",1,0.3,2012,7,7,FALSE,0.0691427118070802
"constant observation effort, matched expected sightings",25,9,2003,"Solow","uniform",1,0.4,2012,7,7,FALSE,0.0882156524090715
"constant observation effort, matched expected sightings",25,9,2003,"Solow","earlier_beta_1_2",1,0.4,2015,10,10,FALSE,0.121819398902587
